Player,Player-additional,Team,MP,OBPM,DBPM,VORP,Pos,Year
Jeff Green,greenje02,HOU,1307,-1.6,-0.4,0.0,PF,2024
Aaron Holiday,holidaa01,HOU,1269,-1.8,0.3,0.2,PG,2024
Jae'Sean Tate,tateja01,HOU,1031,-3.7,1.5,-0.1,SF,2024
Cam Whitmore,whitmca01,HOU,880,1.0,-0.9,0.5,SF,2024
Jock Landale,landajo01,HOU,763,-0.5,0.4,0.4,C,2024
Tari Eason,easonta01,HOU,480,-0.4,2.0,0.4,PF,2024
Reggie Bullock,bullore01,HOU,417,-2.9,0.5,0.0,SF,2024
Jeenathan Williams,willije02,HOU,129,-0.8,-0.8,0.0,SG,2024
Nate Hinton,hintona01,HOU,75,1.9,1.7,0.1,SG,2024
Boban Marjanović,marjabo01,HOU,71,0.2,-0.5,0.0,C,2024
Jermaine Samuels,samueje01,HOU,60,-0.3,1.1,0.0,SF,2024
Scottie Barnes,barnesc01,TOR,2094,2.9,0.8,3.0,SG,2024
Gary Trent Jr.,trentga02,TOR,1994,-1.2,-1.4,-0.3,SG,2024
Dennis Schröder,schrode01,TOR,1559,-0.5,-1.3,0.1,PG,2024
Pascal Siakam,siakapa01,TOR,1354,2.2,-0.8,1.2,PF,2024
Jakob Poeltl,poeltja01,TOR,1319,-0.3,1.0,0.9,C,2024
Gradey Dick,dickgr01,TOR,1268,-3.2,-2.2,-1.1,SG,2024
Immanuel Quickley,quickim01,TOR,1265,1.9,-1.3,0.8,PG,2024
RJ Barrett,barrerj01,TOR,1072,1.5,-1.4,0.6,SG,2024
OG Anunoby,anunoog01,TOR,900,-0.8,-0.7,0.1,SF,2024
Bruce Brown,brownbr01,TOR,885,-3.1,-1.4,-0.5,PG,2024
Kelly Olynyk,olynyke01,TOR,740,0.0,0.7,0.5,C,2024
Chris Boucher,bouchch01,TOR,705,-0.3,-1.4,0.1,PF,2024
Ochai Agbaji,agbajoc01,TOR,638,-5.0,-1.5,-0.7,SG,2024
Jalen McDaniels,mcdanja01,TOR,538,-7.2,-1.8,-1.0,SF,2024
Jordan Nwora,nworajo01,TOR,529,-0.8,-1.2,0.0,SF,2024
Malachi Flynn,flynnma01,TOR,474,-2.8,0.0,-0.1,PG,2024
Precious Achiuwa,achiupr01,TOR,437,-1.4,-0.2,0.0,C,2024
Javon Freeman-Liberty,freemja01,TOR,403,-3.1,-2.0,-0.3,PG,2024
Jontay Porter,portejo01,TOR,360,-0.3,1.9,0.3,PF,2024
Thaddeus Young,youngth01,TOR,350,-0.2,0.9,0.2,PF,2024
Garrett Temple,templga01,TOR,289,-3.4,-1.2,-0.2,SG,2024
Otto Porter Jr.,porteot01,TOR,174,-3.5,0.3,-0.1,SF,2024
Jahmi'us Ramsey,ramseja01,TOR,121,-3.9,-0.5,-0.1,SG,2024
Mouhamadou Gueye,gueyemo01,TOR,120,-11.0,-0.9,-0.3,PF,2024
Malik Williams,willima11,TOR,107,-7.8,-3.7,-0.3,C,2024
Kobi Simmons,simmoko01,TOR,67,-2.6,1.6,0.0,PG,2024
D.J. Carton,cartodj01,TOR,36,-4.2,-1.1,0.0,SG,2024
Markquis Nowell,nowelma01,TOR,4,29.1,14.2,0.0,SG,2024
Jaden Ivey,iveyja01,DET,2217,-1.4,-1.7,-0.6,SG,2024
Cade Cunningham,cunnica01,DET,2074,2.0,-1.6,1.2,PG,2024
Jalen Duren,durenja01,DET,1777,-0.2,0.1,0.9,C,2024
Ausar Thompson,thompau01,DET,1583,-2.8,0.6,-0.1,SF,2024
Isaiah Stewart,stewais01,DET,1423,-1.6,-0.7,-0.1,PF,2024
Marcus Sasser,sassema01,DET,1351,-1.5,-1.1,-0.2,PG,2024
James Wiseman,wisemja01,DET,1091,-2.6,-0.9,-0.4,C,2024
Killian Hayes,hayeski01,DET,1008,-2.9,0.2,-0.2,PG,2024
Bojan Bogdanović,bogdabo02,DET,921,0.3,-2.5,0.0,PF,2024
Alec Burks,burksal01,DET,901,1.3,-1.7,0.4,SG,2024
Kevin Knox,knoxke01,DET,560,-2.8,-1.8,-0.4,SF,2024
Evan Fournier,fournev01,DET,541,-4.2,0.3,-0.3,SG,2024
Simone Fontecchio,fontesi01,DET,484,1.0,-0.4,0.3,SF,2024
Marvin Bagley III,baglema01,DET,478,0.4,-1.6,0.1,C,2024
Isaiah Livers,liveris01,DET,469,-5.0,-1.5,-0.5,PF,2024
Troy Brown Jr.,browntr01,DET,417,-5.3,-0.2,-0.4,SF,2024
Chimezie Metu,metuch01,DET,411,-2.7,1.4,0.1,C,2024
Malachi Flynn,flynnma01,DET,342,-1.0,-0.3,0.1,PG,2024
Stanley Umude,umudest01,DET,307,-1.5,-0.1,0.0,SG,2024
Tosan Evbuomwan,evbuoto01,DET,293,-1.9,-0.3,0.0,SF,2024
Jared Rhoden,rhodeja01,DET,245,-2.9,0.4,0.0,SG,2024
Mike Muscala,muscami01,DET,171,-1.7,-0.6,0.0,C,2024
Joe Harris,harrijo01,DET,170,-4.7,-1.1,-0.2,SG,2024
Quentin Grimes,grimequ01,DET,115,-7.8,-0.4,-0.2,SG,2024
Danilo Gallinari,gallida01,DET,90,5.9,1.0,0.2,SF,2024
Buddy Boeheim,boehebu01,DET,84,-0.7,-2.8,0.0,SF,2024
Monte Morris,morrimo01,DET,68,-4.7,-2.2,-0.1,PG,2024
Shake Milton,miltosh01,DET,63,0.2,0.1,0.0,SG,2024
Jaylen Nowell,nowelja01,DET,58,0.7,-0.8,0.0,SG,2024
Taj Gibson,gibsota01,DET,39,1.2,0.4,0.0,PF,2024
Malcolm Cazalon,cazalma01,DET,3,-6.0,-3.2,0.0,SG,2024
Herbert Jones,joneshe01,NOP,2321,-0.9,1.5,1.6,SF,2024
Zion Williamson,willizi01,NOP,2207,3.3,0.6,3.3,PF,2024
CJ McCollum,mccolcj01,NOP,2159,3.3,-0.3,2.8,PG,2024
Brandon Ingram,ingrabr01,NOP,2103,1.4,-0.3,1.7,SF,2024
Jonas Valančiūnas,valanjo01,NOP,1925,0.7,0.5,1.6,C,2024
Trey Murphy III,murphtr02,NOP,1690,2.5,0.0,1.9,SF,2024
Dyson Daniels,daniedy01,NOP,1358,-1.9,2.5,0.9,PG,2024
Naji Marshall,marshna01,NOP,1257,-1.3,0.5,0.4,SF,2024
Larry Nance Jr.,nancela02,NOP,1216,-0.2,2.2,1.2,C,2024
Jordan Hawkins,hawkijo01,NOP,1160,-1.3,-1.7,-0.3,SG,2024
Jose Alvarado,alvarjo01,NOP,1028,-1.5,1.5,0.5,PG,2024
Matt Ryan,ryanma01,NOP,390,-1.4,-1.3,-0.1,SF,2024
Jeremiah Robinson-Earl,robinje02,NOP,334,-1.9,-0.3,0.0,PF,2024
Cody Zeller,zelleco01,NOP,320,-2.9,0.3,0.0,C,2024
Kira Lewis Jr.,lewiski01,NOP,144,-6.4,-1.1,-0.2,PG,2024
Dereon Seabron,seabrde01,NOP,55,-2.7,1.2,0.0,SG,2024
E.J. Liddell,liddeej01,NOP,23,-8.7,4.0,0.0,PF,2024
Kaiser Gates,gateska01,NOP,7,-18.6,-10.1,-0.1,SF,2024
Jalen Crutcher,crutcja01,NOP,3,-18.5,-7.8,0.0,PG,2024
Izaiah Brockington,brockiz01,NOP,3,-9.2,-8.5,0.0,PG,2024
Tyrese Haliburton,halibty01,IND,2224,7.3,-0.4,5.0,PG,2024
Myles Turner,turnemy01,IND,2076,1.0,-0.1,1.5,C,2024
Aaron Nesmith,nesmiaa01,IND,1995,-0.3,-0.2,0.8,SF,2024
Obi Toppin,toppiob01,IND,1730,1.8,-0.3,1.5,PF,2024
Andrew Nembhard,nembhan01,IND,1697,-1.6,-0.5,-0.1,PG,2024
Bennedict Mathurin,mathube01,IND,1538,-1.2,-2.3,-0.6,SF,2024
Buddy Hield,hieldbu01,IND,1336,1.0,-0.8,0.7,SF,2024
Pascal Siakam,siakapa01,IND,1303,3.0,-0.5,1.5,PF,2024
T.J. McConnell,mccontj01,IND,1291,2.9,0.1,1.6,PG,2024
Jalen Smith,smithja04,IND,1047,3.2,-0.8,1.2,C,2024
Bruce Brown,brownbr01,IND,981,-1.7,-0.5,-0.1,SG,2024
Ben Sheppard,sheppbe01,IND,814,-3.3,-0.1,-0.3,SG,2024
Isaiah Jackson,jacksis01,IND,771,0.3,1.4,0.7,C,2024
Jarace Walker,walkeja02,IND,340,-0.5,0.7,0.2,PF,2024
Doug McDermott,mcderdo01,IND,204,-3.0,-2.2,-0.2,SF,2024
Jordan Nwora,nworajo01,IND,183,-1.8,-2.2,-0.1,SF,2024
Kendall Brown,brownke03,IND,63,-4.2,-2.6,-0.1,SG,2024
James Johnson,johnsja01,IND,47,-8.0,2.2,0.0,PF,2024
Oscar Tshiebwe,tshieos01,IND,42,4.5,-2.3,0.0,PF,2024
Quenton Jackson,jacksqu01,IND,11,-3.5,6.8,0.0,PG,2024
Daniel Theis,theisda01,IND,8,-13.2,-7.3,0.0,C,2024
Isaiah Wong,wongis01,IND,4,-11.3,-7.7,0.0,SG,2024
Nikola Jokić,jokicni01,DEN,2737,9.0,4.2,10.6,C,2024
Michael Porter Jr.,portemi01,DEN,2565,1.2,-1.2,1.3,SF,2024
Kentavious Caldwell-Pope,caldwke01,DEN,2402,-2.1,0.7,0.4,SG,2024
Aaron Gordon,gordoaa01,DEN,2297,1.2,0.1,1.9,PF,2024
Jamal Murray,murraja01,DEN,1861,4.5,-0.4,2.9,PG,2024
Reggie Jackson,jacksre01,DEN,1817,-1.8,-1.5,-0.6,PG,2024
Christian Braun,braunch01,DEN,1655,-1.7,-0.2,0.0,SG,2024
Peyton Watson,watsope01,DEN,1488,-3.0,0.8,-0.1,SF,2024
Justin Holiday,holidju01,DEN,862,-2.5,0.9,0.1,SG,2024
Zeke Nnaji,nnajize01,DEN,576,-3.8,0.1,-0.2,PF,2024
Julian Strawther,strawju01,DEN,545,-4.6,-1.4,-0.6,SF,2024
DeAndre Jordan,jordade01,DEN,396,-1.7,-0.1,0.0,C,2024
Collin Gillespie,gilleco01,DEN,225,-3.7,0.9,0.0,PG,2024
Jalen Pickett,pickeja02,DEN,122,-2.7,-0.5,0.0,SG,2024
Braxton Key,keybr01,DEN,60,0.5,1.6,0.1,SF,2024
Jay Huff,huffja01,DEN,49,-0.3,1.6,0.0,C,2024
Hunter Tyson,tysonhu01,DEN,48,-6.8,-2.1,-0.1,PF,2024
Mikal Bridges,bridgmi01,BRK,2854,0.7,-1.0,1.2,SF,2024
Nic Claxton,claxtni01,BRK,2116,-0.3,1.5,1.7,C,2024
Cam Thomas,thomaca02,BRK,2075,0.7,-1.9,0.4,SG,2024
Dorian Finney-Smith,finnedo01,BRK,1934,-2.0,-0.1,0.0,PF,2024
Cameron Johnson,johnsca02,BRK,1599,0.9,-0.5,1.0,PF,2024
Spencer Dinwiddie,dinwisp01,BRK,1474,-0.5,-0.8,0.3,PG,2024
Royce O'Neale,onealro01,BRK,1202,-1.6,0.8,0.4,SF,2024
Dennis Smith Jr.,smithde03,BRK,1059,-2.6,1.8,0.3,PG,2024
Lonnie Walker IV,walkelo01,BRK,1011,-0.4,-1.0,0.2,SG,2024
Dennis Schröder,schrode01,BRK,927,-0.5,-1.4,0.0,PG,2024
Day'Ron Sharpe,sharpda01,BRK,921,-0.4,0.4,0.5,C,2024
Trendon Watford,watfotr01,BRK,856,-0.9,0.4,0.3,PF,2024
Jalen Wilson,wilsoja03,BRK,664,-1.8,-1.1,-0.2,PF,2024
Noah Clowney,clownno01,BRK,370,-0.8,0.1,0.1,PF,2024
Ben Simmons,simmobe01,BRK,359,-0.5,2.9,0.4,PG,2024
Armoni Brooks,brookar01,BRK,104,-2.2,-3.7,-0.1,PG,2024
Harry Giles,gilesha01,BRK,81,-1.1,-1.8,0.0,C,2024
Keita Bates-Diop,bateske01,BRK,68,-1.3,1.5,0.0,SF,2024
Keon Johnson,johnske07,BRK,61,-1.6,-1.1,0.0,SG,2024
Jacob Gilyard,gilyaja01,BRK,45,-8.7,6.5,0.0,PG,2024
Dariq Whitehead,whiteda01,BRK,24,-5.5,-2.4,0.0,SF,2024
Luka Dončić,doncilu01,DAL,2624,8.3,1.7,8.0,PG,2024
Tim Hardaway Jr.,hardati02,DAL,2120,-0.8,-2.1,-0.5,SF,2024
Kyrie Irving,irvinky01,DAL,2030,4.8,0.1,3.6,SG,2024
Derrick Jones Jr.,jonesde02,DAL,1783,-1.3,-0.3,0.2,SF,2024
Josh Green,greenjo02,DAL,1505,-2.4,-0.3,-0.3,SG,2024
Dereck Lively II,livelde01,DAL,1294,-0.3,0.8,0.8,C,2024
Grant Williams,willigr01,DAL,1242,-2.7,-0.7,-0.4,PF,2024
Dante Exum,exumda01,DAL,1088,-0.3,-0.3,0.4,PG,2024
Jaden Hardy,hardyja02,DAL,989,-2.0,-2.1,-0.5,SG,2024
P.J. Washington,washipj01,DAL,935,-1.8,0.7,0.2,PF,2024
Maxi Kleber,klebima01,DAL,871,-2.3,1.0,0.2,C,2024
Dwight Powell,poweldw01,DAL,836,-1.1,0.8,0.4,C,2024
Daniel Gafford,gaffoda01,DAL,623,2.5,3.4,1.3,PF,2024
Seth Curry,curryse01,DAL,457,-3.2,-0.9,-0.2,SG,2024
Olivier-Maxence Prosper,prospol01,DAL,336,-1.7,-1.3,-0.1,PF,2024
A.J. Lawson,lawsoaj01,DAL,311,-3.1,-1.5,-0.2,SG,2024
Richaun Holmes,holmeri01,DAL,237,-2.4,-0.6,-0.1,C,2024
Markieff Morris,morrima02,DAL,216,-4.0,-1.3,-0.2,PF,2024
Brandon Williams,willibr03,DAL,113,-2.7,-2.8,-0.1,PG,2024
Greg Brown III,browngr01,DAL,40,-5.0,0.6,0.0,PF,2024
Dexter Dennis,dennide01,DAL,30,1.7,-0.1,0.0,SG,2024
Alex Fudge,fudgeal01,DAL,26,-0.4,2.1,0.0,SF,2024
Paolo Banchero,banchpa01,ORL,2799,1.3,0.0,2.3,PF,2024
Franz Wagner,wagnefr01,ORL,2337,0.9,0.3,1.9,SF,2024
Jalen Suggs,suggsja01,ORL,2025,-0.6,1.6,1.5,SG,2024
Cole Anthony,anthoco01,ORL,1817,-0.6,0.7,1.0,PG,2024
Moritz Wagner,wagnemo01,ORL,1415,1.7,0.3,1.4,C,2024
Wendell Carter Jr.,cartewe01,ORL,1406,0.5,0.4,1.0,C,2024
Gary Harris,harriga01,ORL,1297,-2.3,1.1,0.3,SG,2024
Joe Ingles,inglejo01,ORL,1169,-1.7,1.2,0.5,SF,2024
Anthony Black,blackan01,ORL,1164,-3.8,0.8,-0.3,PG,2024
Goga Bitadze,bitadgo01,ORL,957,-0.7,2.8,1.0,C,2024
Jonathan Isaac,isaacjo01,ORL,914,1.4,2.4,1.4,PF,2024
Markelle Fultz,fultzma01,ORL,910,-2.6,1.2,0.1,PG,2024
Caleb Houstan,houstca01,ORL,815,-1.4,-0.5,0.0,SF,2024
Chuma Okeke,okekech01,ORL,432,-3.2,-0.2,-0.2,SF,2024
Trevelin Queen,queentr01,ORL,165,-4.7,1.4,-0.1,SG,2024
Admiral Schofield,schofad01,ORL,84,-4.1,-0.8,-0.1,PF,2024
Jett Howard,howarje01,ORL,67,-1.4,-0.3,0.0,SF,2024
Kevon Harris,harrike01,ORL,6,-15.5,-0.3,0.0,SG,2024
Anthony Davis,davisan02,LAL,2700,3.5,1.7,4.9,C,2024
Austin Reaves,reaveau01,LAL,2629,0.9,-0.4,1.6,SG,2024
LeBron James,jamesle01,LAL,2504,5.5,0.9,5.4,PF,2024
D'Angelo Russell,russeda01,LAL,2484,1.7,-0.8,1.8,PG,2024
Taurean Prince,princta02,LAL,2108,-2.6,-0.2,-0.4,PF,2024
Rui Hachimura,hachiru01,LAL,1826,0.0,-0.9,0.5,PF,2024
Cam Reddish,reddica01,LAL,984,-4.0,0.8,-0.3,SF,2024
Max Christie,chrisma02,LAL,944,-3.2,-0.4,-0.4,SG,2024
Jaxson Hayes,hayesja02,LAL,877,-2.8,0.9,0.0,C,2024
Christian Wood,woodch01,LAL,872,-2.6,-0.2,-0.2,PF,2024
Spencer Dinwiddie,dinwisp01,LAL,678,-3.2,-0.1,-0.2,PG,2024
Jarred Vanderbilt,vandeja01,LAL,581,-2.9,1.3,0.0,PF,2024
Gabe Vincent,vincega01,LAL,218,-6.9,0.4,-0.2,PG,2024
Jalen Hood-Schifino,hoodsja01,LAL,109,-12.4,-3.7,-0.4,SG,2024
Maxwell Lewis,lewisma05,LAL,103,-10.3,-3.2,-0.3,SF,2024
Skylar Mays,mayssk01,LAL,77,-3.5,2.9,0.0,SG,2024
Colin Castleton,castlco01,LAL,59,-3.9,-1.4,0.0,C,2024
D'Moi Hodge,hodgedm01,LAL,41,-3.7,-2.6,0.0,SG,2024
Dylan Windler,windldy01,LAL,28,3.8,-0.6,0.0,SF,2024
Harry Giles,gilesha01,LAL,19,-9.7,-3.2,-0.1,C,2024
Alex Fudge,fudgeal01,LAL,14,-9.9,-8.3,-0.1,SF,2024
Jalen Brunson,brunsja01,NYK,2726,6.3,-0.4,5.4,PG,2024
Josh Hart,hartjo01,NYK,2707,-1.3,1.4,1.4,SF,2024
Donte DiVincenzo,divindo01,NYK,2360,2.5,0.9,3.2,SG,2024
Isaiah Hartenstein,harteis01,NYK,1896,0.7,2.8,2.6,C,2024
Julius Randle,randlju01,NYK,1630,2.2,-0.3,1.6,PF,2024
Miles McBride,mcbrimi01,NYK,1328,-0.4,0.4,0.6,PG,2024
Precious Achiuwa,achiupr01,NYK,1187,-1.9,0.5,0.2,PF,2024
Quentin Grimes,grimequ01,NYK,910,-1.9,0.4,0.1,SG,2024
OG Anunoby,anunoog01,NYK,802,-1.3,1.8,0.5,SF,2024
Mitchell Robinson,robinmi01,NYK,768,-0.3,0.4,0.4,C,2024
RJ Barrett,barrerj01,NYK,766,-0.3,-1.7,0.0,SG,2024
Immanuel Quickley,quickim01,NYK,720,2.7,-0.2,0.8,SG,2024
Jericho Sims,simsje01,NYK,585,-2.4,0.7,0.0,C,2024
Bojan Bogdanović,bogdabo02,NYK,557,-2.4,-2.5,-0.4,SF,2024
Alec Burks,burksal01,NYK,311,-4.9,-3.0,-0.5,SG,2024
Taj Gibson,gibsota01,NYK,165,-6.9,0.0,-0.2,PF,2024
Malachi Flynn,flynnma01,NYK,60,-1.7,-0.9,0.0,PG,2024
DaQuan Jeffries,jeffrda01,NYK,46,-5.6,-2.5,-0.1,SG,2024
Ryan Arcidiacono,arcidry01,NYK,45,-11.5,1.9,-0.1,PG,2024
Evan Fournier,fournev01,NYK,39,-11.8,0.4,-0.1,SG,2024
Jacob Toppin,toppija01,NYK,38,0.6,-1.3,0.0,SF,2024
Charlie Brown Jr.,brownch02,NYK,37,-10.2,-3.4,-0.1,SG,2024
Shake Milton,miltosh01,NYK,27,-5.7,2.2,0.0,SG,2024
Mamadi Diakite,diakima01,NYK,8,-13.5,0.7,0.0,PF,2024
Dylan Windler,windldy01,NYK,7,3.7,3.8,0.0,SF,2024
Dmytro Skapintsev,skapidm01,NYK,2,-16.0,-9.8,0.0,C,2024
Domantas Sabonis,sabondo01,SAC,2928,4.0,2.4,6.2,C,2024
De'Aaron Fox,foxde01,SAC,2659,2.6,0.1,3.2,PG,2024
Keegan Murray,murrake02,SAC,2588,-0.4,-0.5,0.8,SF,2024
Harrison Barnes,barneha02,SAC,2381,-0.6,-1.2,0.1,PF,2024
Malik Monk,monkma01,SAC,1872,1.5,-1.0,1.2,SG,2024
Kevin Huerter,huertke01,SAC,1562,-0.5,-0.4,0.5,SG,2024
Trey Lyles,lylestr01,SAC,1158,-0.4,-0.7,0.3,PF,2024
Davion Mitchell,mitchda01,SAC,1101,-2.4,-1.0,-0.4,PG,2024
Keon Ellis,elliske01,SAC,978,-0.9,2.1,0.8,SG,2024
Chris Duarte,duartch01,SAC,719,-3.5,0.1,-0.2,SF,2024
Sasha Vezenkov,vezenal01,SAC,511,-0.2,-0.7,0.1,PF,2024
Alex Len,lenal01,SAC,444,-2.7,2.9,0.2,C,2024
JaVale McGee,mcgeeja01,SAC,339,-1.9,0.6,0.1,C,2024
Kessler Edwards,edwarke02,SAC,275,-1.6,0.1,0.0,SF,2024
Colby Jones,jonesco02,SAC,192,-5.4,0.4,-0.1,SG,2024
Juan Toscano-Anderson,toscaju01,SAC,53,-8.7,-0.6,-0.1,SF,2024
Jalen Slawson,slawsja01,SAC,37,-7.5,1.1,0.0,SF,2024
Mason Jones,jonesma05,SAC,28,-5.4,0.0,0.0,SG,2024
Jordan Ford,fordjo01,SAC,22,3.3,-1.1,0.0,PG,2024
Filip Petrušev,petrufi01,SAC,7,-5.5,-3.9,0.0,C,2024
Collin Sexton,sextoco01,UTA,2075,3.8,-1.9,2.0,SG,2024
Keyonte George,georgke01,UTA,2023,-1.5,-2.9,-1.2,PG,2024
John Collins,collijo01,UTA,1901,0.5,-1.4,0.5,PF,2024
Lauri Markkanen,markkla01,UTA,1820,5.1,-1.5,2.6,PF,2024
Jordan Clarkson,clarkjo01,UTA,1682,-1.3,-3.2,-1.1,SG,2024
Walker Kessler,kesslwa01,UTA,1493,-0.4,1.3,1.1,C,2024
Kris Dunn,dunnkr01,UTA,1249,-1.5,1.4,0.6,PG,2024
Simone Fontecchio,fontesi01,UTA,1160,-0.4,-1.2,0.1,SF,2024
Kelly Olynyk,olynyke01,UTA,1019,1.3,1.3,1.2,C,2024
Talen Horton-Tucker,hortota01,UTA,1009,-0.9,-0.4,0.2,PG,2024
Ochai Agbaji,agbajoc01,UTA,1003,-2.5,-0.5,-0.3,SG,2024
Taylor Hendricks,hendrta01,UTA,856,-1.3,-0.4,0.1,PF,2024
Brice Sensabaugh,sensabr01,UTA,584,-3.3,-2.1,-0.5,SF,2024
Omer Yurtseven,yurtsom01,UTA,545,-1.6,-1.5,-0.1,C,2024
Luka Šamanić,samanlu01,UTA,404,-4.9,-2.9,-0.6,PF,2024
Johnny Juzang,juzanjo01,UTA,372,-1.5,-2.2,-0.2,SG,2024
Micah Potter,pottemi01,UTA,186,-1.4,-0.9,0.0,PF,2024
Darius Bazley,bazleda01,UTA,142,-0.4,0.6,0.1,PF,2024
Kira Lewis Jr.,lewiski01,UTA,119,-1.6,-1.9,0.0,PG,2024
Kenneth Lofton Jr.,loftoke01,UTA,91,6.9,0.6,0.2,PF,2024
Jason Preston,prestja01,UTA,71,-2.5,-0.1,0.0,PG,2024
Miles Bridges,bridgmi02,CHO,2581,0.2,-1.3,0.6,SF,2024
Brandon Miller,millebr02,CHO,2383,-0.9,-1.6,-0.3,SF,2024
Nick Richards,richani01,CHO,1759,-1.6,-0.7,-0.1,C,2024
P.J. Washington,washipj01,CHO,1286,-1.7,-1.1,-0.3,PF,2024
Terry Rozier,roziete01,CHO,1065,3.8,-1.5,1.1,SG,2024
Grant Williams,willigr01,CHO,888,-0.8,-0.7,0.1,PF,2024
Bryce McGowens,mcgowbr01,CHO,882,-3.7,-1.1,-0.6,SG,2024
Tre Mann,manntr01,CHO,868,-2.0,0.5,0.1,PG,2024
Vasilije Micić,micicva01,CHO,815,-1.9,-2.5,-0.5,PG,2024
Gordon Hayward,haywago01,CHO,798,-1.2,-0.6,0.0,SF,2024
JT Thor,thorjt01,CHO,781,-3.5,-1.1,-0.5,PF,2024
Cody Martin,martico01,CHO,753,-4.1,0.6,-0.3,SF,2024
Ish Smith,smithis01,CHO,741,-5.6,-1.2,-0.9,PG,2024
Nick Smith Jr.,smithni01,CHO,729,-3.1,-2.8,-0.7,SG,2024
LaMelo Ball,ballla01,CHO,711,3.8,-0.5,1.0,PG,2024
Dāvis Bertāns,bertada01,CHO,583,-1.4,-0.8,0.0,PF,2024
Mark Williams,willima07,CHO,508,1.6,-0.8,0.3,C,2024
Aleksej Pokusevski,pokusal01,CHO,345,-0.8,0.3,0.1,PF,2024
Nathan Mensah,mensana01,CHO,307,-8.7,-0.1,-0.5,C,2024
Leaky Black,blackle01,CHO,284,-2.6,0.3,0.0,SF,2024
Théo Maledon,maledth01,CHO,200,-7.7,-1.8,-0.4,PG,2024
Seth Curry,curryse01,CHO,159,-1.1,0.0,0.0,SG,2024
Marques Bolden,boldema01,CHO,118,-2.0,-0.6,0.0,C,2024
James Bouknight,bouknja01,CHO,81,4.4,-2.2,0.1,SG,2024
Amari Bailey,baileam01,CHO,65,-5.2,-3.1,-0.1,PG,2024
Frank Ntilikina,ntilila01,CHO,43,-10.0,-3.4,-0.1,PG,2024
Bam Adebayo,adebaba01,MIA,2416,0.8,1.7,2.7,C,2024
Jaime Jaquez Jr.,jaqueja01,MIA,2113,-2.2,0.3,0.1,SF,2024
Jimmy Butler,butleji01,MIA,2042,3.9,0.7,3.4,PF,2024
Duncan Robinson,robindu01,MIA,1905,-0.5,-0.4,0.6,SF,2024
Caleb Martin,martica02,MIA,1756,-2.2,0.2,0.0,SF,2024
Tyler Herro,herroty01,MIA,1407,1.5,-0.7,1.0,SG,2024
Haywood Highsmith,highsha01,MIA,1366,-1.8,1.1,0.5,PF,2024
Josh Richardson,richajo01,MIA,1103,-1.3,0.0,0.2,SG,2024
Kyle Lowry,lowryky01,MIA,1037,-2.0,1.3,0.3,PG,2024
Terry Rozier,roziete01,MIA,975,0.4,0.3,0.7,PG,2024
Kevin Love,loveke01,MIA,924,2.7,1.0,1.3,PF,2024
Nikola Jović,jovicni01,MIA,896,-0.9,1.3,0.5,PF,2024
Thomas Bryant,bryanth01,MIA,441,-0.6,0.2,0.2,C,2024
Orlando Robinson,robinor01,MIA,304,-1.9,0.8,0.1,C,2024
Delon Wright,wrighde01,MIA,286,-2.4,2.8,0.2,PG,2024
Jamal Cain,cainja01,MIA,259,-2.5,0.2,0.0,PF,2024
Patty Mills,millspa02,MIA,213,-5.8,0.5,-0.2,PG,2024
Dru Smith,smithdr01,MIA,131,-1.8,3.2,0.1,SG,2024
Cole Swider,swideco01,MIA,87,-2.1,-2.4,-0.1,SF,2024
R.J. Hampton,hamptrj01,MIA,76,-8.1,-1.4,-0.1,PG,2024
Alondes Williams,willial06,MIA,16,-17.8,-5.4,-0.1,SG,2024
Dejounte Murray,murrade01,ATL,2783,2.3,-0.6,2.6,SG,2024
Bogdan Bogdanović,bogdabo01,ATL,2401,0.9,-0.7,1.4,SG,2024
Saddiq Bey,beysa01,ATL,2062,0.1,-2.0,0.1,SF,2024
Trae Young,youngtr01,ATL,1942,4.9,-2.3,2.2,PG,2024
Jalen Johnson,johnsja05,ATL,1889,0.4,0.8,1.5,SF,2024
Clint Capela,capelca01,ATL,1883,1.0,-1.0,1.0,C,2024
De'Andre Hunter,huntede01,ATL,1681,-0.9,-1.5,-0.2,SF,2024
Onyeka Okongwu,okongon01,ATL,1405,0.0,-0.5,0.5,C,2024
Garrison Mathews,mathega01,ATL,992,-2.1,-0.9,-0.2,SG,2024
Bruno Fernando,fernabr01,ATL,682,-3.1,0.9,-0.1,C,2024
Vit Krejci,krejcvi01,ATL,541,-3.3,-0.4,-0.2,PG,2024
Trent Forrest,forretr01,ATL,414,-3.8,-0.7,-0.3,SG,2024
Wesley Matthews,matthwe02,ATL,413,-3.1,0.3,-0.1,SG,2024
Patty Mills,millspa02,ATL,202,-4.1,0.4,-0.1,PG,2024
Kobe Bufkin,bufkiko01,ATL,196,-4.3,-0.2,-0.1,SG,2024
AJ Griffin,griffaj01,ATL,171,-6.0,-3.5,-0.3,SF,2024
Mouhamed Gueye,gueyemo02,ATL,73,-2.1,0.6,0.0,PF,2024
Dylan Windler,windldy01,ATL,73,0.6,-1.6,0.0,SF,2024
Seth Lundy,lundyse01,ATL,52,-7.7,-5.0,-0.1,SF,2024
Jaren Jackson Jr.,jacksja02,MEM,2124,0.0,0.4,1.3,C,2024
Santi Aldama,aldamsa01,MEM,1618,-0.7,0.4,0.7,PF,2024
