Player,Player-additional,Team,MP,OBPM,DBPM,VORP,Pos,Year,Salary
Ben Sheppard,sheppbe01,IND,814,-3.3,-0.1,-0.3,SG,2024,2537160.0
Ben Sheppard,sheppbe01,IND,1228,-2.2,0.2,0.0,SG,2025,2663880.0
Reed Sheppard,sheppre01,HOU,654,-3.0,1.3,0.1,PG,2025,10098960.0
Pascal Siakam,siakapa01,TOR,2006,1.0,-0.3,1.4,PF,2021,30559200.0
Pascal Siakam,siakapa01,TOR,2578,2.7,0.8,3.6,PF,2022,33003936.0
Pascal Siakam,siakapa01,TOR,2652,3.3,-0.1,3.4,PF,2023,35448672.0
Pascal Siakam,siakapa01,TOR,1354,2.2,-0.8,1.2,PF,2024,37893408.0
Pascal Siakam,siakapa01,IND,2548,2.2,-0.5,2.4,PF,2025,42176000.0
Chris Silva,silvach01,MIA,83,-5.3,1.4,0.0,PF,2021,1517981.0
Ben Simmons,simmobe01,PHI,1877,0.7,2.2,2.3,PG,2021,30559200.0
Ben Simmons,simmobe01,BRK,1105,-2.2,2.6,0.7,PG,2023,35448672.0
Ben Simmons,simmobe01,BRK,359,-0.5,2.9,0.4,PG,2024,37893408.0
Ben Simmons,simmobe01,BRK,825,-2.4,1.4,0.2,PG,2025,755826.0
Kobi Simmons,simmoko01,CHO,28,-1.0,0.1,0.0,SG,2023,32795.0
Kobi Simmons,simmoko01,TOR,67,-2.6,1.6,0.0,PG,2024,2066585.0
Anfernee Simons,simonan01,POR,1104,0.6,-1.6,0.3,SG,2021,2252040.0
Anfernee Simons,simonan01,POR,1681,1.9,-2.7,0.5,SG,2022,3938818.0
Anfernee Simons,simonan01,POR,2171,1.3,-2.5,0.5,SG,2023,22321429.0
Anfernee Simons,simonan01,POR,1582,2.7,-2.5,0.8,SG,2024,24107143.0
Anfernee Simons,simonan01,POR,2292,1.5,-1.5,1.1,SG,2025,25892857.0
Marko Simonovic,simonma01,CHI,35,-6.1,-5.0,-0.1,C,2022,925258.0
Marko Simonovic,simonma01,CHI,20,-10.5,-3.8,-0.1,C,2023,1563518.0
Jericho Sims,simsje01,NYK,812,-1.0,0.5,0.3,C,2023,1639842.0
Jericho Sims,simsje01,NYK,585,-2.4,0.7,0.0,C,2024,1927896.0
Jericho Sims,simsje01,NYK,422,-3.3,-0.2,-0.2,C,2025,2092344.0
Deividas Sirvydis,sirvyde01,DET,133,-4.2,-1.2,-0.1,SG,2021,898310.0
Deividas Sirvydis,sirvyde01,DET,27,-10.8,2.2,0.0,SG,2022,1517981.0
Alen Smailagić,smailal01,GSW,84,-4.9,-0.4,-0.1,PF,2021,1517981.0
Marcus Smart,smartma01,BOS,1581,-0.4,0.2,0.7,PG,2021,13446428.0
Marcus Smart,smartma01,BOS,2296,-1.2,1.7,1.5,PG,2022,14339285.0
Marcus Smart,smartma01,BOS,1957,-1.8,0.8,0.5,PG,2023,17207141.0
Marcus Smart,smartma01,MEM,605,-3.3,0.9,0.0,PG,2024,18833712.0
Marcus Smart,smartma01,MEM,400,-1.7,0.5,0.1,PG,2025,20210285.0
Dennis Smith Jr.,smithde03,DET,392,-0.6,1.3,0.3,PG,2021,5686677.0
Dennis Smith Jr.,smithde03,CHO,1390,-3.5,1.2,-0.1,PG,2023,1836090.0
Dennis Smith Jr.,smithde03,BRK,1059,-2.6,1.8,0.3,PG,2024,2019706.0
Dru Smith,smithdr01,MIA,131,-1.8,3.2,0.1,SG,2024,1801769.0
Ish Smith,smithis01,WAS,924,-2.1,0.5,0.1,PG,2021,6000000.0
Ish Smith,smithis01,WAS,615,-0.9,-0.6,0.1,PG,2022,4500000.0
Ish Smith,smithis01,DEN,398,-5.5,-1.1,-0.5,PG,2023,4750000.0
Ish Smith,smithis01,CHO,741,-5.6,-1.2,-0.9,PG,2024,2019706.0
Jalen Smith,smithja04,PHO,156,-4.8,-1.3,-0.2,PF,2021,4245720.0
Jalen Smith,smithja04,IND,543,2.9,-2.1,0.4,PF,2022,4458000.0
Jalen Smith,smithja04,IND,1279,-0.9,-1.1,0.0,C,2023,4670160.0
Jalen Smith,smithja04,IND,1047,3.2,-0.8,1.2,C,2024,5604192.0
Jalen Smith,smithja04,CHI,962,1.5,-0.6,0.7,C,2025,8571429.0
Jabari Smith Jr.,smithja05,HOU,2451,-2.3,-1.3,-1.1,PF,2023,8882640.0
Jabari Smith Jr.,smithja05,HOU,2424,-0.5,0.1,1.0,PF,2024,9326520.0
Jabari Smith Jr.,smithja05,HOU,1716,-0.8,0.1,0.6,PF,2025,9770880.0
Nick Smith Jr.,smithni01,CHO,729,-3.1,-2.8,-0.7,SG,2024,2463960.0
Nick Smith Jr.,smithni01,CHO,1369,-3.2,-2.6,-1.3,SG,2025,2587200.0
Tyler Smith,smithty02,MIL,122,0.4,-1.2,0.0,PF,2025,1157153.0
Xavier Sneed,sneedxa01,UTA,31,-4.9,-3.3,0.0,SF,2022,8558.0
Xavier Sneed,sneedxa01,CHO,48,-3.1,-0.4,0.0,SF,2023,8558.0
Tony Snell,snellto01,ATL,992,-0.4,-0.1,0.4,SG,2021,12178571.0
Tony Snell,snellto01,POR,546,-4.1,-1.0,-0.4,SG,2022,1669178.0
Jeremy Sochan,sochaje01,SAS,1458,-2.8,-1.2,-0.7,PF,2023,5063520.0
Jeremy Sochan,sochaje01,SAS,2193,-2.8,-0.6,-0.8,PF,2024,5316960.0
Jeremy Sochan,sochaje01,SAS,1364,-0.8,-0.4,0.3,PF,2025,5570040.0
Pat Spencer,spencpa01,GSW,250,-3.0,1.4,0.0,PG,2025,438810.0
Jaden Springer,sprinja01,PHI,6,8.3,8.7,0.0,SG,2022,2023800.0
Jaden Springer,sprinja01,PHI,89,-2.6,2.9,0.1,SG,2023,2125200.0
Jaden Springer,sprinja01,PHI,377,-4.5,1.0,-0.1,SG,2024,2226240.0
Jaden Springer,sprinja01,UTA,224,-4.3,0.0,-0.1,PG,2025,634437.0
Nik Stauskas,stausni01,MIA,24,0.0,-1.3,0.0,SG,2022,432536.0
Lance Stephenson,stephla01,IND,744,-1.1,-1.7,-0.1,PG,2022,642729.0
Lamar Stevens,stevela01,CLE,499,-4.2,0.0,-0.3,PF,2021,652366.0
Lamar Stevens,stevela01,CLE,1015,-3.2,0.3,-0.2,PF,2022,1517981.0
Lamar Stevens,stevela01,CLE,1120,-3.0,0.2,-0.2,SF,2023,1782621.0
Lamar Stevens,stevela01,MEM,437,-2.0,-0.3,0.0,PF,2024,1930681.0
Lamar Stevens,stevela01,MEM,155,-3.6,-0.6,-0.1,PF,2025,383912.0
Isaiah Stewart,stewais01,DET,1455,-1.6,0.5,0.3,C,2021,3121080.0
Isaiah Stewart,stewais01,DET,1816,-2.5,-0.8,-0.6,C,2022,3277080.0
Isaiah Stewart,stewais01,DET,1414,-1.0,-1.1,0.0,C,2023,3433320.0
Isaiah Stewart,stewais01,DET,1423,-1.6,-0.7,-0.1,PF,2024,5266713.0
Isaiah Stewart,stewais01,DET,1434,-1.6,2.1,0.9,C,2025,15000000.0
Julian Strawther,strawju01,DEN,545,-4.6,-1.4,-0.6,SF,2024,2431080.0
Julian Strawther,strawju01,DEN,1384,-3.1,-1.4,-0.9,SG,2025,2552520.0
Max Strus,strusma01,MIA,507,-0.5,-1.7,0.0,SF,2021,898310.0
Max Strus,strusma01,MIA,1587,1.4,-0.4,1.2,SF,2022,1669178.0
Max Strus,strusma01,MIA,2272,-0.8,-0.9,0.2,SF,2023,1815677.0
Max Strus,strusma01,CLE,2239,-1.1,0.5,0.8,SF,2024,14487684.0
Max Strus,strusma01,CLE,1273,1.1,0.2,1.1,SF,2025,15212068.0
Jalen Suggs,suggsja01,ORL,1307,-5.3,-0.2,-1.2,PG,2022,6593040.0
Jalen Suggs,suggsja01,ORL,1246,-1.8,0.8,0.3,SG,2023,6922320.0
Jalen Suggs,suggsja01,ORL,2025,-0.6,1.6,1.5,SG,2024,7252080.0
Jalen Suggs,suggsja01,ORL,1002,-0.8,1.3,0.6,PG,2025,9188385.0
Edmond Sumner,sumneed01,IND,861,-2.3,-0.5,-0.2,SG,2021,2160000.0
Edmond Sumner,sumneed01,BRK,736,-2.4,-0.2,-0.1,SG,2023,1968175.0
Keifer Sykes,sykeske01,IND,566,-4.4,-2.4,-0.7,PG,2022,558345.0
Jae'Sean Tate,tateja01,HOU,2043,-1.6,0.3,0.3,SF,2021,1445697.0
Jae'Sean Tate,tateja01,HOU,2056,-1.3,-0.5,0.1,PF,2022,1517981.0
Jae'Sean Tate,tateja01,HOU,677,-2.8,-0.7,-0.3,SF,2023,7065217.0
Jae'Sean Tate,tateja01,HOU,1031,-3.7,1.5,-0.1,SF,2024,6500000.0
Jae'Sean Tate,tateja01,HOU,588,-2.1,1.4,0.2,SF,2025,7565217.0
Jayson Tatum,tatumja01,BOS,2290,4.2,-0.3,3.4,SF,2021,9897120.0
Jayson Tatum,tatumja01,BOS,2731,4.3,0.6,4.8,SF,2022,28103500.0
Jayson Tatum,tatumja01,BOS,2732,4.8,0.7,5.1,SF,2023,28103500.0
Jayson Tatum,tatumja01,BOS,2645,4.5,0.6,4.7,PF,2024,32600060.0
Jayson Tatum,tatumja01,BOS,2624,4.4,0.8,4.8,PF,2025,34848340.0
Terry Taylor,taylote01,IND,714,2.1,-2.8,0.2,PF,2022,600000.0
Terry Taylor,taylote01,IND,228,-3.4,-1.9,-0.2,PF,2023,1563518.0
Terry Taylor,taylote01,CHI,188,-3.1,-0.1,0.0,PF,2024,2019706.0
Jeff Teague,teaguje01,BOS,616,-2.4,-0.3,-0.1,PG,2021,510589.0
Garrett Temple,templga01,CHI,1528,-3.3,0.3,-0.4,SG,2021,4767000.0
Garrett Temple,templga01,NOP,1098,-2.8,0.3,-0.1,SG,2022,4910000.0
Garrett Temple,templga01,NOP,162,-2.5,1.6,0.0,SG,2023,4910000.0
Garrett Temple,templga01,TOR,289,-3.4,-1.2,-0.2,SG,2024,5401000.0
Garrett Temple,templga01,TOR,227,-5.7,2.1,-0.1,SG,2025,2087519.0
Dalen Terry,terryda01,CHI,214,-1.7,1.7,0.1,SG,2023,3191400.0
Dalen Terry,terryda01,CHI,681,-3.4,1.1,0.0,SG,2024,3350760.0
Dalen Terry,terryda01,CHI,987,-4.0,0.2,-0.5,SG,2025,3510480.0
Tyrell Terry,terryty01,DAL,56,-7.5,2.6,0.0,PG,2021,1289846.0
Tyrell Terry,terryty01,MEM,3,-3.4,2.5,0.0,PG,2022,1517981.0
Daniel Theis,theisda01,BOS,1027,-0.6,1.0,0.6,C,2021,5000000.0
Daniel Theis,theisda01,HOU,584,-2.6,-0.9,-0.2,C,2022,8280351.0
Daniel Theis,theisda01,IND,109,-0.9,-0.5,0.0,C,2023,8694369.0
Daniel Theis,theisda01,LAC,1007,-1.6,0.1,0.1,C,2024,1741126.0
Daniel Theis,theisda01,NOP,621,-3.3,0.0,-0.2,C,2025,2087519.0
Cam Thomas,thomaca02,BRK,1176,-2.0,-1.4,-0.4,SG,2022,2036280.0
Cam Thomas,thomaca02,BRK,948,-0.7,-2.0,-0.2,SG,2023,2138160.0
Cam Thomas,thomaca02,BRK,2075,0.7,-1.9,0.4,SG,2024,2240160.0
Cam Thomas,thomaca02,BRK,781,2.8,-2.6,0.5,SG,2025,4041249.0
Isaiah Thomas,thomais02,NOP,48,-7.8,-5.2,-0.1,PG,2021,1620564.0
Isaiah Thomas,thomais02,CHO,219,-0.1,-2.6,0.0,PG,2022,191860.0
Khyri Thomas,thomakh01,HOU,153,2.5,-0.1,0.2,SG,2021,250000.0
Matt Thomas,thomama02,TOR,192,-1.9,-2.0,-0.1,SG,2021,1517981.0
Matt Thomas,thomama02,CHI,459,-1.2,-1.5,-0.1,SG,2022,1669178.0
Amen Thompson,thompam01,HOU,1388,-0.1,1.9,1.3,SF,2024,8809320.0
Amen Thompson,thompam01,HOU,2225,1.4,2.6,3.4,SF,2025,9249960.0
Ausar Thompson,thompau01,DET,1583,-2.8,0.6,-0.1,SF,2024,7977480.0
Ausar Thompson,thompau01,DET,1328,-0.8,2.5,1.2,SF,2025,8376000.0
Klay Thompson,thompkl01,GSW,941,2.6,-1.6,0.7,SG,2022,37980720.0
Klay Thompson,thompkl01,GSW,2279,1.5,-1.7,1.0,SF,2023,40600080.0
Klay Thompson,thompkl01,GSW,2284,1.1,-1.5,0.9,SF,2024,43219440.0
Klay Thompson,thompkl01,DAL,1965,0.7,-1.6,0.5,SF,2025,15873016.0
Tristan Thompson,thomptr01,BOS,1287,-1.5,-1.0,-0.2,C,2021,9258000.0
Tristan Thompson,thomptr01,SAC,455,-2.0,-1.7,-0.2,C,2022,1000000.0
Tristan Thompson,thomptr01,CLE,549,-2.1,0.6,0.1,C,2024,2019796.0
Tristan Thompson,thomptr01,CLE,328,-4.9,0.3,-0.2,C,2025,2087519.0
JT Thor,thorjt01,CHO,262,-3.1,0.1,-0.1,PF,2022,1250000.0
JT Thor,thorjt01,CHO,969,-4.3,-0.4,-0.7,PF,2023,1563518.0
JT Thor,thorjt01,CHO,781,-3.5,-1.1,-0.5,PF,2024,1836096.0
JT Thor,thorjt01,WAS,207,-4.9,-1.6,-0.2,PF,2025,1988598.0
Matisse Thybulle,thybuma01,PHI,1298,-2.6,4.5,1.3,SG,2021,2711280.0
Matisse Thybulle,thybuma01,PHI,1685,-2.2,3.3,1.3,SG,2022,2840160.0
Matisse Thybulle,thybuma01,POR,609,-2.2,1.1,0.1,SG,2023,4379527.0
Matisse Thybulle,thybuma01,POR,1487,-2.8,3.4,0.9,SF,2024,10500000.0
Matisse Thybulle,thybuma01,POR,312,0.0,5.1,0.6,SG,2025,11025160.0
Killian Tillie,tilliki02,MEM,461,-3.8,1.1,-0.1,C,2022,1901625.0
Xavier Tillman Sr.,tillmxa01,MEM,1085,-1.3,1.1,0.5,PF,2021,1300000.0
Xavier Tillman Sr.,tillmxa01,MEM,701,-1.1,1.8,0.5,PF,2022,1517981.0
Xavier Tillman Sr.,tillmxa01,MEM,1180,0.3,1.7,1.2,C,2023,1901625.0
Xavier Tillman Sr.,tillmxa01,MEM,700,-3.8,2.1,0.1,C,2024,1930681.0
Xavier Tillman Sr.,tillmxa01,BOS,231,-8.4,0.3,-0.4,C,2025,2237691.0
Drew Timme,timmedr01,BRK,254,-3.9,-2.8,-0.3,PF,2025,113055.0
Isaiah Todd,toddis01,WAS,74,-5.7,-1.2,-0.1,PF,2022,1500000.0
Isaiah Todd,toddis01,WAS,61,-10.3,-3.9,-0.2,PF,2023,1575000.0
Anthony Tolliver,tollian01,PHI,99,-5.6,-1.5,-0.1,PF,2021,263501.0
Obi Toppin,toppiob01,NYK,683,-1.4,0.7,0.2,PF,2021,4862040.0
Obi Toppin,toppiob01,NYK,1230,1.7,0.3,1.2,PF,2022,5105160.0
Obi Toppin,toppiob01,NYK,1050,0.3,-0.8,0.4,PF,2023,5348280.0
Obi Toppin,toppiob01,IND,1730,1.8,-0.3,1.5,PF,2024,6803012.0
Obi Toppin,toppiob01,IND,1545,1.8,-0.1,1.4,PF,2025,12946429.0
Juan Toscano-Anderson,toscaju01,GSW,1107,-1.4,2.2,0.8,SG,2021,358295.0
Juan Toscano-Anderson,toscaju01,GSW,994,-3.3,2.4,0.3,SF,2022,1701593.0
Juan Toscano-Anderson,toscaju01,LAL,365,-4.6,1.2,-0.1,SF,2023,1836090.0
Karl-Anthony Towns,townska01,MIN,1689,4.3,0.2,2.8,C,2021,29467800.0
Karl-Anthony Towns,townska01,MIN,2476,4.5,0.5,4.4,C,2022,31650600.0
Karl-Anthony Towns,townska01,MIN,957,2.1,0.9,1.2,PF,2023,33833400.0
Karl-Anthony Towns,townska01,MIN,2026,1.6,0.9,2.3,PF,2024,36016200.0
Karl-Anthony Towns,townska01,NYK,2517,3.5,0.1,3.5,C,2025,49205800.0
Gary Trent Jr.,trentga02,POR,1262,-0.1,-1.8,0.0,SG,2021,1663861.0
Gary Trent Jr.,trentga02,TOR,2448,-0.1,0.3,1.3,SG,2022,16000000.0
Gary Trent Jr.,trentga02,TOR,2118,0.2,0.0,1.2,SG,2023,17505000.0
Gary Trent Jr.,trentga02,TOR,1994,-1.2,-1.4,-0.3,SG,2024,18560000.0
Gary Trent Jr.,trentga02,MIL,1893,-1.2,-0.4,0.2,SG,2025,2087519.0
P.J. Tucker,tuckepj01,HOU,959,-5.3,0.7,-0.6,PF,2021,7969537.0
P.J. Tucker,tuckepj01,MIA,1981,-0.8,1.4,1.3,PF,2022,7000000.0
P.J. Tucker,tuckepj01,PHI,1920,-3.2,0.2,-0.5,PF,2023,10490000.0
P.J. Tucker,tuckepj01,LAC,420,-3.9,0.3,-0.2,PF,2024,11014500.0
P.J. Tucker,tuckepj01,NYK,58,-4.8,-2.4,-0.1,SF,2025,246833.0
Rayjon Tucker,tuckera01,PHI,68,-3.0,-0.4,0.0,PG,2021,1517981.0
Rayjon Tucker,tuckera01,MIL,42,3.5,1.1,0.1,SG,2022,28779.0
Myles Turner,turnemy01,IND,1455,-1.6,2.0,0.9,C,2021,18000000.0
Myles Turner,turnemy01,IND,1235,0.1,1.4,1.1,C,2022,18000000.0
Myles Turner,turnemy01,IND,1825,1.4,0.7,1.9,C,2023,35096500.0
Myles Turner,turnemy01,IND,2076,1.0,-0.1,1.5,C,2024,20975000.0
Myles Turner,turnemy01,IND,2174,0.0,0.4,1.3,C,2025,19928500.0
Hunter Tyson,tysonhu01,DEN,48,-6.8,-2.1,-0.1,PF,2024,1119563.0
Hunter Tyson,tysonhu01,DEN,400,-3.3,-1.5,-0.3,PF,2025,1891857.0
Jaylon Tyson,tysonja01,CLE,453,-2.4,-0.2,-0.1,SG,2025,3326160.0
Stanley Umude,umudest01,DET,307,-1.5,-0.1,0.0,SG,2024,538460.0
Stanley Umude,umudest01,MIL,86,-7.5,-0.7,-0.1,SG,2025,2120693.0
Jonas Valančiūnas,valanjo01,MEM,1755,3.2,-0.3,2.2,C,2021,15000000.0
Jonas Valančiūnas,valanjo01,NOP,2240,2.0,-0.1,2.2,C,2022,14000000.0
Jonas Valančiūnas,valanjo01,NOP,1968,0.0,-0.4,0.8,C,2023,14700000.0
Jonas Valančiūnas,valanjo01,NOP,1925,0.7,0.5,1.6,C,2024,15435000.0
Jonas Valančiūnas,valanjo01,WAS,983,0.8,-0.5,0.6,C,2025,9900000.0
Denzel Valentine,valende01,CHI,1036,-2.2,-0.4,-0.2,SG,2021,4642800.0
Denzel Valentine,valende01,CLE,204,-2.7,0.3,0.0,SG,2022,1939350.0
Jarred Vanderbilt,vandeja01,MIN,1139,-1.4,1.4,0.5,PF,2021,1663361.0
Jarred Vanderbilt,vandeja01,MIN,1880,-0.8,1.0,1.1,PF,2022,4050000.0
Jarred Vanderbilt,vandeja01,UTA,1254,0.0,1.5,1.1,PF,2023,4374000.0
Jarred Vanderbilt,vandeja01,LAL,581,-2.9,1.3,0.0,PF,2024,4698000.0
Jarred Vanderbilt,vandeja01,LAL,581,-2.3,1.3,0.2,PF,2025,10714286.0
Fred VanVleet,vanvlfr01,TOR,1899,2.2,0.2,2.2,SG,2021,21250000.0
Fred VanVleet,vanvlfr01,TOR,2462,3.1,0.5,3.5,PG,2022,19675926.0
Fred VanVleet,vanvlfr01,TOR,2535,2.0,0.5,2.9,PG,2023,21250000.0
Fred VanVleet,vanvlfr01,HOU,2684,2.6,0.8,3.6,PG,2024,40806300.0
Fred VanVleet,vanvlfr01,HOU,2111,-0.4,1.3,1.5,PG,2025,42846615.0
Devin Vassell,vassede01,SAS,1056,-2.2,0.7,0.1,SF,2021,4033440.0
Devin Vassell,vassede01,SAS,1937,-0.5,0.0,0.7,SF,2022,4235160.0
Devin Vassell,vassede01,SAS,1178,1.3,-0.9,0.7,SG,2023,4437000.0
Devin Vassell,vassede01,SAS,2248,0.9,-0.9,1.1,SG,2024,5887899.0
Devin Vassell,vassede01,SAS,1983,-0.3,-0.8,0.4,SG,2025,29347826.0
Sasha Vezenkov,vezenal01,SAC,511,-0.2,-0.7,0.1,PF,2024,6341464.0
Gabe Vincent,vincega01,MIA,1589,-1.9,0.5,0.2,PG,2022,1669178.0
Gabe Vincent,vincega01,MIA,1759,-3.1,-0.3,-0.6,PG,2023,1815677.0
Gabe Vincent,vincega01,LAL,218,-6.9,0.4,-0.2,PG,2024,10500000.0
Gabe Vincent,vincega01,LAL,1527,-3.8,-0.1,-0.8,PG,2025,11000000.0
Noah Vonleh,vonleno01,BRK,11,-21.3,-5.0,-0.1,C,2021,1087776.0
Noah Vonleh,vonleno01,BOS,171,-7.0,0.7,-0.2,C,2023,1836090.0
Nikola Vučević,vucevni01,ORL,1500,5.5,0.4,3.0,C,2021,26000000.0
Nikola Vučević,vucevni01,CHI,2418,0.8,0.1,1.8,C,2022,24000000.0
Nikola Vučević,vucevni01,CHI,2746,1.9,0.7,3.2,C,2023,22000000.0
Nikola Vučević,vucevni01,CHI,2610,0.8,-0.7,1.4,C,2024,18518519.0
Nikola Vučević,vucevni01,CHI,2278,2.5,0.1,2.7,C,2025,20000000.0
Tristan Vukcevic,vukcetr01,WAS,513,0.4,-0.9,0.2,C,2025,2424892.0
Dean Wade,wadede01,CLE,1212,-1.1,-0.1,0.2,PF,2021,1517981.0
Dean Wade,wadede01,CLE,980,-1.9,1.3,0.4,PF,2022,1782621.0
Dean Wade,wadede01,CLE,891,-2.9,2.1,0.3,PF,2023,1930681.0
Dean Wade,wadede01,CLE,1108,-1.7,1.8,0.6,PF,2024,5709877.0
Dean Wade,wadede01,CLE,1252,-1.0,1.2,0.7,PF,2025,6166667.0
Franz Wagner,wagnefr01,ORL,2429,-0.4,-0.3,0.8,SF,2022,5007840.0
Franz Wagner,wagnefr01,ORL,2609,0.4,-0.5,1.3,SF,2023,5258280.0
Franz Wagner,wagnefr01,ORL,2337,0.9,0.3,1.9,SF,2024,5508720.0
Franz Wagner,wagnefr01,ORL,2023,2.6,0.5,2.6,SF,2025,7007092.0
Moritz Wagner,wagnemo01,WAS,375,-1.5,1.3,0.2,C,2021,221995.0
Moritz Wagner,wagnemo01,ORL,960,1.5,0.1,0.9,C,2022,1729217.0
Moritz Wagner,wagnemo01,ORL,1109,0.4,0.2,0.7,C,2023,1878720.0
Moritz Wagner,wagnemo01,ORL,1415,1.7,0.3,1.4,C,2024,8000000.0
Moritz Wagner,wagnemo01,ORL,564,2.6,1.4,0.9,C,2025,11000000.0
Ish Wainright,wainris01,PHO,359,-3.0,1.0,0.0,PF,2022,5318.0
Ish Wainright,wainris01,PHO,915,-2.7,1.5,0.2,SF,2023,474851.0
Jabari Walker,walkeja01,POR,619,-3.9,-2.1,-0.6,PF,2023,1017781.0
Jabari Walker,walkeja01,POR,1700,-2.4,-0.9,-0.6,PF,2024,1719864.0
Jabari Walker,walkeja01,POR,749,-1.2,0.5,0.2,PF,2025,2019699.0
Jarace Walker,walkeja02,IND,340,-0.5,0.7,0.2,PF,2024,6059520.0
Jarace Walker,walkeja02,IND,1187,-1.8,0.8,0.3,PF,2025,6362520.0
Kemba Walker,walkeke02,BOS,1369,2.8,-0.7,1.4,PG,2021,34379100.0
Kemba Walker,walkeke02,NYK,948,0.7,-0.2,0.6,PG,2022,8729020.0
Kemba Walker,walkeke02,DAL,144,0.3,-0.6,0.1,PG,2023,1392896.0
Lonnie Walker IV,walkelo01,SAS,1522,-2.3,-1.4,-0.7,SG,2021,2892000.0
Lonnie Walker IV,walkelo01,SAS,1612,-1.2,-1.3,-0.2,SG,2022,4447896.0
Lonnie Walker IV,walkelo01,LAL,1297,-0.9,-0.5,0.2,SG,2023,6479000.0
Lonnie Walker IV,walkelo01,BRK,1011,-0.4,-1.0,0.2,SG,2024,2019706.0
Lonnie Walker IV,walkelo01,PHI,477,0.0,-2.4,0.0,SG,2025,780932.0
Cason Wallace,wallaca01,OKC,1692,-0.9,1.0,0.9,SG,2024,5291000.0
Cason Wallace,wallaca01,OKC,1876,-1.5,2.6,1.5,SG,2025,5555880.0
John Wall,walljo01,HOU,1288,1.2,-1.9,0.4,PG,2021,41254920.0
John Wall,walljo01,LAC,755,-0.8,-0.4,0.1,PG,2023,6479000.0
Jordan Walsh,walshjo01,BOS,83,-5.6,1.8,0.0,SF,2024,1119563.0
Jordan Walsh,walshjo01,BOS,403,-4.4,0.5,-0.2,PF,2025,1891857.0
Ja'Kobe Walter,walteja01,TOR,1103,-2.3,-0.6,-0.3,SG,2025,3565000.0
Brad Wanamaker,wanambr01,GSW,625,-4.4,0.9,-0.2,PG,2021,2250000.0
Kel'el Ware,wareke01,MIA,1422,-0.7,0.6,0.7,C,2025,4231800.0
T.J. Warren,warretj01,IND,117,-3.6,-1.9,-0.1,SF,2021,12500000.0
T.J. Warren,warretj01,BRK,490,-1.4,-0.6,0.0,PF,2023,1836090.0
Duane Washington Jr.,washidu02,IND,968,-1.9,-2.8,-0.7,PG,2022,950000.0
Duane Washington Jr.,washidu02,PHO,394,-1.8,-2.8,-0.3,SG,2023,1563518.0
P.J. Washington,washipj01,CHO,1954,-1.5,0.6,0.6,PF,2021,4023600.0
P.J. Washington,washipj01,CHO,1768,-0.2,0.2,0.9,C,2022,4215120.0
P.J. Washington,washipj01,CHO,2380,-1.0,-0.3,0.4,PF,2023,5808435.0
P.J. Washington,washipj01,CHO,1286,-1.7,-1.1,-0.3,PF,2024,16847826.0
P.J. Washington,washipj01,DAL,1835,-1.1,0.2,0.5,PF,2025,15500000.0
TyTy Washington Jr.,washity02,HOU,433,-5.0,-1.3,-0.5,PG,2023,2210040.0
Yuta Watanabe,watanyu01,TOR,723,-1.1,0.5,0.2,SF,2021,321893.0
Yuta Watanabe,watanyu01,TOR,445,-1.9,0.0,0.0,SF,2022,1762796.0
Yuta Watanabe,watanyu01,BRK,928,-0.4,-0.2,0.3,SF,2023,1762796.0
Yuta Watanabe,watanyu01,PHO,382,-4.6,-1.4,-0.4,SF,2024,2346614.0
Lindy Waters III,waterli01,OKC,531,0.5,-0.4,0.3,SG,2023,1927896.0
Lindy Waters III,waterli01,OKC,280,2.4,-0.5,0.3,SG,2024,766095.0
Lindy Waters III,waterli01,GSW,655,-3.5,0.4,-0.2,SG,2025,2196970.0
Trendon Watford,watfotr01,POR,869,-1.4,-0.4,0.1,SF,2022,436482.0
Trendon Watford,watfotr01,POR,1182,-1.4,-0.4,0.1,PF,2023,1563518.0
Trendon Watford,watfotr01,BRK,856,-0.9,0.4,0.3,PF,2024,2019706.0
Trendon Watford,watfotr01,BRK,913,-2.3,-0.8,-0.3,PF,2025,2726603.0
Paul Watson,watsopa01,TOR,297,-0.8,-0.6,0.1,SF,2021,1445697.0
Paul Watson,watsopa01,OKC,156,-4.8,-0.6,-0.1,SF,2022,1701593.0
Peyton Watson,watsope01,DEN,186,-2.7,-0.1,0.0,SG,2023,2193960.0
Peyton Watson,watsope01,DEN,1488,-3.0,0.8,-0.1,SF,2024,2303520.0
Peyton Watson,watsope01,DEN,1656,-2.1,0.3,0.1,SF,2025,2413560.0
Jaylen Wells,wellsja01,MEM,2043,-1.2,-1.0,-0.1,SG,2025,1157153.0
Victor Wembanyama,wembavi01,SAS,2106,1.9,3.3,3.8,C,2024,12160680.0
Victor Wembanyama,wembavi01,SAS,1527,3.6,2.9,3.3,C,2025,12768960.0
Blake Wesley,weslebl01,SAS,669,-7.9,-1.8,-1.3,SG,2023,2385480.0
Blake Wesley,weslebl01,SAS,876,-4.0,0.1,-0.4,SG,2024,2504640.0
Blake Wesley,weslebl01,SAS,683,-3.9,-0.3,-0.4,SG,2025,2624280.0
Russell Westbrook,westbru01,WAS,2369,2.6,1.1,3.4,PG,2021,41358814.0
Russell Westbrook,westbru01,LAL,2678,-0.7,-0.9,0.2,PG,2022,44211146.0
Russell Westbrook,westbru01,LAL,1491,-0.2,0.1,0.7,PG,2023,495955.0
